Activity	Subject	tBodyAccMeanX	tBodyAccMeanY	tBodyAccMeanZ	tBodyAccStdX	tBodyAccStdY	tBodyAccStdZ	tGravityAccMeanX	tGravityAccMeanY	tGravityAccMeanZ	tGravityAccStdX	tGravityAccStdY	tGravityAccStdZ	tBodyAccJerkMeanX	tBodyAccJerkMeanY	tBodyAccJerkMeanZ	tBodyAccJerkStdX	tBodyAccJerkStdY	tBodyAccJerkStdZ	tBodyGyroMeanX	tBodyGyroMeanY	tBodyGyroMeanZ	tBodyGyroStdX	tBodyGyroStdY	tBodyGyroStdZ	tBodyGyroJerkMeanX	tBodyGyroJerkMeanY	tBodyGyroJerkMeanZ	tBodyGyroJerkStdX	tBodyGyroJerkStdY	tBodyGyroJerkStdZ	tBodyAccMagMean	tBodyAccMagStd	tGravityAccMagMean	tGravityAccMagStd	tBodyAccJerkMagMean	tBodyAccJerkMagStd	tBodyGyroMagMean	tBodyGyroMagStd	tBodyGyroJerkMagMean	tBodyGyroJerkMagStd	fBodyAccMeanX	fBodyAccMeanY	fBodyAccMeanZ	fBodyAccStdX	fBodyAccStdY	fBodyAccStdZ	fBodyAccMeanFreqX	fBodyAccMeanFreqY	fBodyAccMeanFreqZ	fBodyAccJerkMeanX	fBodyAccJerkMeanY	fBodyAccJerkMeanZ	fBodyAccJerkStdX	fBodyAccJerkStdY	fBodyAccJerkStdZ	fBodyAccJerkMeanFreqX	fBodyAccJerkMeanFreqY	fBodyAccJerkMeanFreqZ	fBodyGyroMeanX	fBodyGyroMeanY	fBodyGyroMeanZ	fBodyGyroStdX	fBodyGyroStdY	fBodyGyroStdZ	fBodyGyroMeanFreqX	fBodyGyroMeanFreqY	fBodyGyroMeanFreqZ	fBodyAccMagMean	fBodyAccMagStd	fBodyAccMagMeanFreq	fBodyBodyAccJerkMagMean	fBodyBodyAccJerkMagStd	fBodyBodyAccJerkMagMeanFreq	fBodyBodyGyroMagMean	fBodyBodyGyroMagStd	fBodyBodyGyroMagMeanFreq	fBodyBodyGyroJerkMagMean	fBodyBodyGyroJerkMagStd	fBodyBodyGyroJerkMagMeanFreq	"angletBodyAccMean,gravity"	"angletBodyAccJerkMean,gravityMean"	"angletBodyGyroMean,gravityMean"	"angletBodyGyroJerkMean,gravityMean"	"angleX,gravityMean"	"angleY,gravityMean"	"angleZ,gravityMean"
WALKING_DOWNSTAIRS	8	0.283484089	-0.021105867	-0.107598135	0.024139347	0.343826273	0.13371704	-0.066384959	0.281074332	0.104441772	0.372807847	0.273645488	-0.053578171	-0.090663664	-0.258982907	-0.067981395	0.189369044	-0.469955246	-0.645007874	-0.413861744	-0.250101247	-0.016839359	0.022982646	0.322269205	0.273346306	0.288406073	-0.317208482	0.368069261	-0.285487032	0.235544628	-0.145747887	0.185792336	0.092727749	-0.006831995	-0.10176312	0.256095671	-0.14524021	-0.038077574	-0.27722463	-0.305593056	0.139198542	0.914023498	-0.187610243	-0.141817935	-0.945766562	-0.941580934	-0.897190013	-0.945728949	-0.941292762	-0.898139803	0.858895408	-0.19274734	-0.127803957	0.916652203	-0.173623312	-0.165905915	-0.206253879	0.772216689	-0.941418553	-0.906654128	-0.946549552	-0.942472449	-0.904007925	-0.36855867	-1	-0.695539883	-0.440394082	0.524901656	-0.608966599	0.692537813	-0.112882424	0.125598461	-0.199330706	0.295857218	-0.17948297	0.247240636	-0.314705382	0.379418613	0.386330886	0.020444239	-0.10330697	0.118938088	-0.038019385	-0.039435616	0.250143725	0.288140719	-0.013513627
WALKING_UPSTAIRS	8	0.258880152	-0.028241514	-0.11512212	-0.171712175	0.348768733	0.121187279	-0.216100765	0.318980589	0.123365686	-0.060347422	0.203913088	-0.109625453	0.085569724	-0.164466618	0.247622493	0.121559152	-0.651422824	-0.643675416	-0.4277319	-0.286779364	0.024137105	0.016970813	0.438874806	0.266059171	0.084024406	-0.294685714	0.248912299	-0.15690468	0.141281078	-0.202117759	0.169690508	0.050162126	0.012721498	-0.198436784	0.124848814	-0.113905859	0.153393367	-0.211887831	-0.185983872	0.060771287	0.860368719	-0.291341492	-0.192306961	-0.926673288	-0.931032069	-0.87616893	-0.927339994	-0.933761625	-0.87830959	0.812424714	-0.288347613	-0.16995386	0.856854193	-0.280824028	-0.219463361	0.093886895	0.640148598	-0.853671764	-0.84348818	-0.932337231	-0.941329417	-0.887612688	-0.118517272	-1	-0.774045447	-0.632321637	0.680439442	-0.728202686	0.775664739	-0.403036314	0.398919454	-0.434660489	0.48555239	-0.631548442	0.668387959	-0.704661695	0.73734257	0.38380818	0.312797472	0.036124169	0.081381681	0.014120592	-0.067458392	-0.186618895	-0.01235011	-0.447518179
LAYING	9	0.259195537	-0.020526822	-0.107549721	-0.94233309	-0.916292776	-0.940707285	-0.94676803	-0.918515102	-0.944135714	-0.8874171	-0.531543802	-0.772128504	0.783527337	0.650368108	0.807182509	-0.929691564	-0.991243631	-0.996985456	-0.995723551	-0.955382442	-0.936387915	-0.952220602	-0.165711877	-0.377707487	-0.373379811	-0.186009299	0.058939146	0.019860394	0.064328117	-0.028962652	-0.071810197	0.184179145	0.039713232	0.146297745	-0.025407816	0.163280506	-0.014595479	-0.09947974	-0.393128866	0.174787194	-0.580252835	-0.119154196	0.957873042	-0.921821063	-0.969994488	-0.97120469	-0.923907679	-0.970368934	-0.972712358	-0.612339547	-0.134649093	0.94695674	-0.547081603	-0.099619142	0.950847819	-0.113796062	-0.965907331	-0.803862542	0.794637718	-0.931648647	-0.971388837	-0.977262997	-0.697626058	-0.730048165	-0.641654319	-0.72183018	0.729266447	-0.736493985	0.743678469	-0.631155211	0.608849351	-0.610631123	0.622844874	-0.261425685	0.299465958	-0.33747197	0.372990364	-0.109078995	-0.435947319	0.333730748	0.088073448	0.011561733	-0.007053678	-0.96474047	-0.96399668	-0.958562455
SITTING	9	0.248326744	-0.027016777	-0.075378469	-0.957227791	-0.875141405	-0.832001873	-0.961647701	-0.874242537	-0.824176315	-0.911877078	-0.518984086	-0.699315969	0.783022408	0.632170145	0.789078268	-0.888404769	-0.99413437	-0.987804473	-0.935977655	-0.966321735	-0.890309085	-0.81419254	-0.407806657	-0.387701533	-0.236246819	-0.039143125	0.107689875	-0.025275445	0.154806067	-0.04119291	-0.045373367	0.201644687	0.013796907	-0.082002268	-0.001867134	0.088491009	-0.056849358	-0.087917444	-0.323323897	-0.100636305	0.916324511	-0.041425823	0.085263099	-0.955280406	-0.94645197	-0.885854112	-0.95573819	-0.948829247	-0.887819416	0.857723796	-0.051595203	0.10073929	0.922502637	-0.031052148	0.058092866	-0.432211161	0.79476589	-0.961936018	-0.88735838	-0.957844304	-0.955597825	-0.89641147	-0.849903	-0.68830662	-0.577511963	-0.455551483	0.495233389	-0.535139836	0.575340674	-0.619295583	0.607736926	-0.621853266	0.646632129	-0.659172132	0.671911893	-0.684263989	0.69330153	-0.196996179	-0.319147065	-0.091850808	0.077005006	0.009817397	-0.008674673	-0.964535856	-0.956777545	-0.961889438
STANDING	9	0.282310057	-0.020045495	-0.095274748	-0.975741252	-0.938635759	-0.919295806	-0.980558838	-0.940488956	-0.915416241	-0.904517522	-0.540206065	-0.763253977	0.82096286	0.659900576	0.813150482	-0.945609971	-0.999159232	-0.997056426	-0.988928992	-0.986631775	-0.953967065	-0.911227602	-0.370887145	-0.473984516	-0.297475987	-0.012793586	0.044972712	0.084201732	0.118562132	0.094087282	-0.121038672	0.235550446	-0.026913576	-0.019867699	0.01615381	0.101974812	-0.218391888	-0.093541188	-0.193221483	-0.002906223	0.961323502	-0.010383816	0.009147692	-0.98910316	-0.972573868	-0.932245295	-0.989366848	-0.972834008	-0.933332048	0.889829702	-0.029421786	0.014480765	0.97699548	0.00816577	-0.006096793	-0.529740436	0.894074395	-0.996496137	-0.958921658	-0.989936571	-0.973683052	-0.937224414	-0.962524146	-0.732521147	-0.67537465	-0.419084267	0.457020186	-0.495323916	0.534069392	-0.521951581	0.492906238	-0.495199829	0.51114902	-0.542931032	0.547683782	-0.552059179	0.553367227	-0.488674914	0.077792747	0.098419695	0.076003205	0.01306998	-0.004700786	-0.969973399	-0.963849333	-0.970584265
WALKING	9	0.278502842	-0.018089197	-0.110820512	-0.238353563	-0.201696961	-0.057963647	-0.274019835	-0.21235989	-0.014179287	-0.106228922	-0.031983674	-0.347719584	0.225552638	0.312681381	0.237594908	-0.097928392	-0.704444583	-0.87414346	-0.598564053	-0.327800816	-0.385318945	-0.017156826	0.386924848	0.162967735	0.283041154	-0.434762892	0.284997891	0.079475107	-0.034863704	-0.125364008	0.102007227	0.223883567	0.018496669	-0.282396446	0.235349369	-0.0641041	0.005138237	-0.195114126	-0.048448012	-0.046675713	0.95186708	-0.031434174	-0.115856121	-0.980971974	-0.971242423	-0.955523996	-0.981191668	-0.971712873	-0.956694064	0.884295871	-0.049383208	-0.112445433	0.965118594	-0.013014624	-0.124382962	-0.524132443	0.869734455	-0.993437455	-0.939317575	-0.981714708	-0.973577429	-0.960206693	-0.729468152	-0.697117428	-0.786508603	-0.356502302	0.448208466	-0.53637362	0.62083543	-0.06086652	0.10144266	-0.208139698	0.338310477	-0.420923081	0.501474467	-0.581011698	0.656558318	-0.278448675	0.15355298	-0.176156275	0.070435727	0.021225591	0.004147627	-0.206733788	-0.276929934	-0.409764526
WALKING_DOWNSTAIRS	9	0.295923445	-0.020399427	-0.091027879	0.213392271	-0.208310706	-0.0077153	0.11833501	-0.241144677	-0.037066593	0.556871276	-0.006813348	-0.355196187	0.099736797	0.245789671	0.02819497	0.112979739	-0.257661885	-0.870479397	-0.513666016	-0.18349824	-0.433600381	-0.189607549	0.151541411	0.17796932	0.39563726	-0.399394545	0.219449316	-0.023876684	0.17706346	-0.038424768	0.108178727	-0.053507252	0.295375433	-0.123855228	0.101750514	-0.01492661	0.099636607	-0.046734996	-0.683131651	-0.001036735	0.938417773	-0.035230465	-0.082276175	-0.952141221	-0.936306559	-0.876641297	-0.953754702	-0.93777135	-0.877360171	0.882236051	-0.043336193	-0.063409149	0.941581259	-0.027297589	-0.110399723	-0.643241139	0.834620025	-0.996028564	-0.961279103	-0.95630202	-0.942092906	-0.88031912	-0.587290248	-0.586875412	-0.565291758	-0.587665034	0.657711225	-0.726670173	0.794520823	-0.342892965	0.340808644	-0.383569355	0.443864571	-0.469272176	0.535640581	-0.601976977	0.665313227	-0.014249374	0.046031124	0.211249326	0.130193044	-0.020686597	0.002625689	0.017623342	-0.309442473	-0.359513363
WALKING_UPSTAIRS	9	0.262436476	-0.01951011	-0.125219004	-0.361444378	-0.302206204	-0.253434084	-0.402154409	-0.295573616	-0.246610646	-0.126788118	-0.186748505	-0.344108522	0.327612709	0.314171851	0.406603059	-0.253594158	-0.788678576	-0.900901655	-0.73167648	-0.488128059	-0.425852393	-0.278252494	0.328343921	0.180750991	0.122764859	-0.386987172	0.239335904	0.088020902	0.025768193	-0.29316319	0.137165527	0.228179525	-0.155663333	-0.339890551	0.211744795	-0.051761508	0.025551592	-0.088288424	-0.015747935	0.10207783	0.902647778	-0.037794782	-0.266009867	-0.954383557	-0.901317322	-0.894071079	-0.954435608	-0.904171403	-0.895269304	0.844820963	-0.035871645	-0.247015681	0.908893525	-0.040836783	-0.288109751	-0.104386756	0.745693563	-0.976345037	-0.822959262	-0.95488104	-0.910861696	-0.900879872	-0.575712146	-0.516855756	-1	-0.488769978	0.566321934	-0.643594463	0.72056172	-0.578748493	0.564123181	-0.57742802	0.602189738	-0.667102173	0.70542423	-0.74359613	0.778465296	0.137649291	0.510902366	0.182263376	0.069226625	0.001266122	0.007660466	-0.335291645	-0.586147012	-0.647296002
LAYING	10	0.280230574	-0.024294484	-0.117168642	-0.968283685	-0.946454302	-0.959471486	-0.971360301	-0.947498061	-0.959314181	-0.905385946	-0.543414603	-0.802798686	0.819315516	0.664528589	0.815019589	-0.956061029	-0.996530073	-0.992708561	-0.987558809	-0.977124141	-0.958601128	-0.960443643	-0.428352278	-0.569606762	-0.50371836	-0.024156111	0.021998252	0.146688153	-0.084021563	0.238567041	-0.115937692	0.193591562	0.064764916	0.300488575	-0.097592643	0.130757624	-0.119934528	-0.091113786	-0.130919069	0.198550505	-0.453069738	-0.139297681	-0.031121624	-0.954531942	-0.966701156	-0.963045642	-0.955430987	-0.96675538	-0.963181248	-0.503595641	-0.152875211	-0.029976015	-0.415941638	-0.119156407	-0.035570275	-0.1711331	-0.994074362	0.335965812	-0.319317465	-0.959368739	-0.967689058	-0.964364281	-0.695003861	-0.823644204	-0.768069073	-0.471325881	0.491889354	-0.512578968	0.533507895	-0.23759431	0.210242214	-0.233934792	0.278933501	-0.243731036	0.261306096	-0.278667444	0.293544042	-0.092213974	-0.335230739	0.267568777	0.073815064	0.015698997	0.007166896	-0.978007467	-0.966930793	-0.976256663
SITTING	10	0.270612056	-0.015042682	-0.104253239	-0.982901826	-0.91797953	-0.967826982	-0.984285968	-0.916248879	-0.968075529	-0.930557789	-0.530187894	-0.800206664	0.831042661	0.665760314	0.832938708	-0.960902396	-0.999084276	-0.989866419	-0.996959136	-0.985863124	-0.932455339	-0.970469403	-0.546289455	-0.506736376	-0.491780777	0.167071479	-0.107684303	0.113326097	0.050399204	0.133180325	-0.13349725	0.225243018	-0.052032073	0.280993458	-0.131634715	0.117422349	-0.011938197	-0.042163692	-0.166637016	-0.065991068	0.791887198	-0.041260775	0.202534573	-0.973128354	-0.935690006	-0.966898521	-0.974069461	-0.938546449	-0.968334585	0.729025602	-0.048269098	0.199256421	0.805966876	-0.034420562	0.195420552	0.255464996	0.4903428	-0.642956952	-0.90029047	-0.97654509	-0.948152738	-0.974102599	-0.823305793	-0.781796086	-0.712846541	-0.483908273	0.50576882	-0.527685132	0.549765431	-0.473409907	0.432729719	-0.425847186	0.433980153	-0.386167356	0.411974786	-0.437535939	0.460279115	-0.003324953	-0.079992095	-0.057329253	0.077537251	0.008978755	-0.004995664	-0.988946414	-0.98075679	-0.988255804
STANDING	10	0.276650301	-0.01554186	-0.107964084	-0.978403482	-0.919561843	-0.94127144	-0.984416503	-0.925313611	-0.94187751	-0.907958481	-0.512570946	-0.78604882	0.81073652	0.65087373	0.814098061	-0.953053126	-0.999308629	-0.997165463	-0.994342439	-0.989971136	-0.94505745	-0.945542255	-0.438524941	-0.367262309	-0.430990222	0.277510257	-0.08229478	0.165562632	0.057067722	0.008445085	-0.062674015	0.271094555	-0.094868946	0.131338112	-0.082966607	0.1166617	-0.130514072	-0.078671864	-0.100090473	-0.025013071	0.954008785	-0.043159783	0.034698021	-0.991259485	-0.975410724	-0.959579658	-0.99135856	-0.975738334	-0.960852716	0.882666366	-0.062356203	0.0347142	0.971451393	-0.023664711	0.026549716	-0.395440703	0.874848221	-0.93829502	-0.992124778	-0.99186187	-0.977131138	-0.964374215	-0.961606731	-0.740406301	-0.563085207	-0.235012649	0.270803884	-0.306823949	0.343128399	-0.442755361	0.417175809	-0.428589986	0.455713876	-0.54333622	0.552290575	-0.560929055	0.566533531	-0.12333777	-0.107895052	0.098599107	0.080978439	0.011900763	-0.00485841	-0.96431149	-0.941328663	-0.9764306
WALKING	10	0.278574077	-0.017022351	-0.109057512	-0.178709734	-0.022743165	-0.395645072	-0.247330058	-0.083311275	-0.378319836	0.063346408	0.102748652	-0.252327451	-0.006907911	0.073729209	0.538177418	-0.149051197	-0.655495032	-0.810005311	-0.829563468	-0.335355628	-0.355863206	-0.370940608	0.488530939	0.213988884	0.039233834	-0.322782834	0.291326287	-0.110775014	0.164467256	-0.008204383	0.137883164	0.080634768	-0.023689792	0.085610304	0.078792319	-0.015915282	-0.235667819	-0.111307665	-0.05445033	-0.061184863	0.96309215	-0.083827701	0.054927624	-0.974435158	-0.97111472	-0.957862728	-0.974889537	-0.971651199	-0.959583002	0.897812604	-0.100153214	0.056518442	0.973857097	-0.064840777	0.04669663	-0.51162861	0.898756928	-0.958431029	-0.994455165	-0.975404286	-0.973328341	-0.963615479	-0.995335294	-0.735146777	-0.298069873	-0.348840898	0.440848613	-0.530050709	0.61630383	0.101902066	-0.070288346	-0.035811469	0.167594311	0.008305328	0.013063925	-0.031419598	0.044854379	-0.255533765	-0.227582019	-0.024495023	0.085794381	0.004082488	-0.01629532	-0.052199101	0.075080495	-0.511662906
WALKING_DOWNSTAIRS	10	0.290401594	-0.020005077	-0.110848597	0.295733548	0.004079154	-0.183557562	0.238117344	-0.026668451	-0.203851934	0.550059192	0.047911028	-0.012649539	-0.156450969	0.130143914	0.28999315	0.1897722	-0.155477925	-0.79611432	-0.690634856	0.106287422	-0.27817783	-0.260228279	0.342976543	0.221561786	0.127159055	-0.354066846	0.305061415	-0.290672935	0.373342852	-0.015248336	0.043224897	0.125135577	0.186782665	0.106313992	0.081717848	-0.107302695	-0.055348458	-0.140486638	0.056323431	-0.094166134	0.939807421	-0.064616077	0.041871541	-0.939267613	-0.937003824	-0.902085225	-0.939334078	-0.938204574	-0.903797883	0.886134392	-0.071383369	0.054643046	0.938309054	-0.055231909	0.019717115	-0.637683154	0.838052621	-0.972373378	-0.994508409	-0.939095459	-0.941087072	-0.909905748	-0.529655371	-0.574348522	-0.217206736	-0.576853445	0.654746104	-0.732040356	0.808709983	-0.229563556	0.269468965	-0.365109304	0.480989042	-0.309447097	0.343319049	-0.376200958	0.40566776	0.105778193	-0.351867753	-0.021657375	0.100959387	0.01078249	0.000152617	0.223275806	-0.105020356	-0.318188417
WALKING_UPSTAIRS	10	0.267121853	-0.014385492	-0.118180421	-0.161591924	-0.005552877	-0.073874493	-0.215119113	-0.016628366	-0.083433784	0.105133448	0.057591716	-0.116010665	0.123166133	0.190750665	0.347838348	-0.026903268	-0.641540762	-0.805134565	-0.596021824	-0.326109933	-0.25080386	-0.151985033	0.419821362	0.224394651	0.03869642	-0.348384891	0.289131397	-0.180504735	0.183995424	-0.107546475	0.07964062	0.145511447	0.085549051	-0.220193798	0.132195019	-0.062472377	-0.004284877	-0.113952417	-0.176163839	-0.06636783	0.931861027	-0.056567028	0.02275277	-0.959216072	-0.937039417	-0.864745838	-0.960820663	-0.937343112	-0.868249891	0.872130789	-0.065885097	0.047526321	0.937348127	-0.048623384	-0.007175023	-0.431315484	0.817282446	-0.913163082	-0.996514829	-0.9633872	-0.938168876	-0.88135685	-0.431902058	-0.553152445	-0.146336911	-0.571136572	0.623269444	-0.674311711	0.724280785	-0.327754394	0.360986559	-0.442576904	0.541668689	-0.670884375	0.692862721	-0.714005516	0.731351184	0.07803549	-0.281400055	-0.045701129	0.06488293	0.026631428	-0.051337583	-0.187220176	-0.177803083	-0.60752048
LAYING	11	0.280592971	-0.017659805	-0.108786578	-0.98477733	-0.972196874	-0.971311177	-0.986755605	-0.974316432	-0.973571992	-0.925159092	-0.557098157	-0.803127134	0.832556698	0.677448279	0.829059541	-0.97984568	-0.999422912	-0.999313143	-0.998330162	-0.988663179	-0.980780259	-0.979083903	-0.537606812	-0.602879246	-0.517038482	0.125850111	-0.06713135	0.037259725	0.145954305	0.236240604	-0.082657074	0.181984018	0.167009029	0.218421209	-0.07523593	0.080646455	0.018673728	-0.208330275	-0.032484654	-0.299803529	-0.134832031	0.943017941	0.11262019	-0.979565602	-0.99076558	-0.984192606	-0.980556499	-0.990911961	-0.984614474	-0.1952664	0.893389929	0.1074995	-0.097764696	0.953076756	0.111892621	-0.218018063	-0.893494589	0.782138427	-0.967951816	-0.981824096	-0.991274734	-0.986013703	-0.679568857	-0.832607018	-0.726319771	-0.516057563	0.532756443	-0.549417465	0.566161274	-0.123674049	0.108214358	-0.15216621	0.220051462	-0.3345177	0.357181336	-0.379628603	0.399394482	-0.365905132	-0.122153675	-0.01118567	0.076664534	0.012219385	0.002776905	-0.985259109	-0.972777455	-0.982111784
SITTING	11	0.276590197	-0.014919562	-0.112840218	-0.982796562	-0.921402118	-0.968370182	-0.985517825	-0.922185628	-0.967862	-0.92179256	-0.519116823	-0.808417804	0.829553077	0.668913078	0.826195025	-0.963030722	-0.999589262	-0.99381061	-0.997444679	-0.989214302	-0.940431282	-0.967388584	-0.492118272	-0.439726924	-0.492934075	0.126443289	-0.063371707	0.085065198	0.11660914	0.090756468	-0.074122294	0.229634506	-0.078853636	0.238243136	-0.085265072	0.103549418	-0.065107463	-0.078292632	-0.073906357	-0.139938512	0.871963798	0.213716306	0.188531696	-0.988069341	-0.949792572	-0.971661611	-0.988561196	-0.952046546	-0.972093686	0.801406984	0.193196068	0.186351602	0.88923072	0.218846162	0.185848848	-0.057230098	0.669392312	-0.833923009	-0.924338902	-0.990083377	-0.959848971	-0.973677271	-0.814629447	-0.592707986	-0.682733699	-0.452940435	0.490929265	-0.529245118	0.567964229	-0.375363589	0.334160229	-0.333515714	0.350583329	-0.357991072	0.37898319	-0.399698267	0.417642339	-0.558217295	0.012065368	-0.166800729	0.076177732	-0.000213839	0.008334008	-0.980335164	-0.966766643	-0.98344161
STANDING	11	0.277715563	-0.017199089	-0.10868663	-0.994978879	-0.964173332	-0.986382713	-0.995974194	-0.964230934	-0.986487042	-0.936828318	-0.554519101	-0.815106313	0.846755654	0.678324933	0.83991865	-0.985155544	-0.999941441	-0.999164155	-0.999652065	-0.996579978	-0.970936347	-0.985366247	-0.666823083	-0.499933217	-0.558522585	0.280541629	-0.126105857	0.146135882	0.050211891	0.138399718	-0.125541066	0.24678114	-0.077942358	0.301921329	-0.119266208	0.140963235	-0.11793898	0.095131658	-0.118983769	-0.005726375	0.956464536	-0.173082705	0.127198423	-0.994529398	-0.981047829	-0.989433254	-0.994756816	-0.981200123	-0.989701856	0.88310202	-0.190945164	0.120286659	0.974207412	-0.149734467	0.127535305	-0.269602208	0.881333431	-0.953331425	-0.9621688	-0.995487422	-0.982069176	-0.990727851	-0.940950102	-1	-0.709706947	-0.338652441	0.359746682	-0.380925696	0.402284977	-0.38701921	0.343247139	-0.339193516	0.352708174	-0.277081763	0.291887541	-0.306484433	0.318565196	0.277362115	-0.41022123	0.111656315	0.076009772	0.012413097	-0.000745916	-0.992527404	-0.97942828	-0.99013299
WALKING	11	0.271821893	-0.016647583	-0.106096304	-0.422842072	-0.052212075	-0.530626311	-0.456440631	-0.045970829	-0.511849579	-0.331038257	-0.104204618	-0.429226929	0.321210117	0.166621495	0.661462879	-0.294364554	-0.829462471	-0.823485994	-0.896001119	-0.530547962	-0.239390116	-0.515947914	0.399504429	0.341360379	0.050092018	-0.439897676	0.357343089	-0.143224202	0.116537612	-0.190547937	0.135446438	0.246271033	-0.2029115	-0.03659568	0.079578953	0.05090056	-0.293564064	-0.090727492	-0.00018389	0.254059977	0.946468451	-0.21204587	0.134053215	-0.981101014	-0.966240554	-0.960852684	-0.981687907	-0.96671596	-0.962486557	0.878854645	-0.223880217	0.133335603	0.960026476	-0.192516998	0.125602313	-0.164698635	0.855123508	-0.927200815	-0.963317315	-0.983101372	-0.968625622	-0.966967088	-0.828858763	-1	-0.323525302	-0.45991771	0.530592436	-0.598661223	0.664045913	-0.192408929	0.229940744	-0.323384922	0.435820856	-0.219913986	0.236284326	-0.250347443	0.259850027	-0.05997947	-0.366399257	0.198442145	0.082970933	0.012768248	-0.013364828	-0.428516344	-0.18141923	-0.720654731
WALKING_DOWNSTAIRS	11	0.291605632	-0.017809772	-0.11107015	0.142456557	0.070812273	-0.324026938	0.097963797	0.011037428	-0.311128177	0.416724177	-0.061384046	-0.250397054	-0.031090244	-0.050944747	0.509796751	0.091842223	-0.340211983	-0.774533806	-0.786177051	-0.012255	-0.312951841	-0.32474668	0.246365762	0.389576293	0.116910976	-0.372227638	0.25495594	-0.241430542	0.396092857	-0.194986307	0.152503231	0.109122108	0.089984429	-0.14056768	0.140009895	0.017749262	-0.180421582	-0.48073539	0.242562623	-0.151313117	0.941746407	-0.200321943	0.132371685	-0.954497499	-0.92631047	-0.925814906	-0.95601388	-0.926128816	-0.927182407	0.885043524	-0.20232629	0.138812049	0.946040546	-0.192116672	0.115694397	-0.210109684	0.843040995	-0.934886945	-0.96437648	-0.958651567	-0.925005369	-0.932530081	-0.622441542	-1	-0.121381006	-0.640118058	0.703742268	-0.766641715	0.828825383	-0.323405425	0.354024332	-0.433380503	0.530652145	-0.473773208	0.497928961	-0.521034562	0.540362666	0.389939298	-0.112084076	0.403894246	0.089716866	0.02522742	-0.022520891	-0.083421265	-0.126816662	-0.579710482
WALKING_UPSTAIRS	11	0.263775859	-0.030315782	-0.106797216	-0.238802959	-0.103167502	-0.203369399	-0.293610543	-0.101750739	-0.161751298	-0.05017122	-0.179321983	-0.21516913	0.215877177	0.131914295	0.577581789	-0.119161142	-0.706859446	-0.840051969	-0.710302527	-0.413641687	-0.270117565	-0.08412321	0.325391156	0.300972029	0.009638478	-0.465199642	0.240101942	0.02666972	0.063560995	-0.209672936	0.078325796	0.195026085	-0.011068166	-0.315464315	0.132268778	-0.069596376	0.087756934	-0.509465041	0.020269956	-0.009327919	0.892626156	-0.343576925	0.146633747	-0.953463106	-0.924360833	-0.906933171	-0.955696621	-0.924482506	-0.912622747	0.834796681	-0.339266537	0.160149032	0.895994303	-0.332457752	0.123513854	0.122569643	0.717460332	-0.793781247	-0.957615989	-0.960082468	-0.928388103	-0.926515704	-0.23956926	-1	0.031743757	-0.715196671	0.75348192	-0.791266708	0.828631137	-0.55749399	0.581703294	-0.637631395	0.704771924	-0.775070557	0.78817192	-0.80052949	0.808986552	0.426625388	-0.307433914	0.258280081	0.096856168	-0.013262529	-0.01514639	-0.452961684	-0.42811923	-0.785359167
LAYING	12	0.260113433	-0.017520392	-0.108160126	-0.95531868	-0.949072009	-0.948333844	-0.958692528	-0.952123606	-0.949581701	-0.905682467	-0.539903321	-0.776267595	0.790426552	0.666494121	0.820991438	-0.947099203	-0.993091959	-0.998195337	-0.994238508	-0.964814153	-0.964924634	-0.952419378	-0.278541645	-0.470572846	-0.428856613	-0.061586391	0.054105077	-0.004679171	-0.015751568	0.133667504	-0.010819301	0.105419647	0.087934767	0.131592729	-0.029682434	0.068356261	-0.120907502	0.047384683	-0.413148777	-0.292380102	-0.378592065	0.803378835	0.275043198	-0.936458309	-0.974396493	-0.959643956	-0.938340782	-0.975269517	-0.960901617	-0.418869332	0.762043408	0.272291902	-0.346933529	0.81059833	0.265776684	-0.154599473	-0.985080922	0.369138029	-0.408763468	-0.942293032	-0.978348091	-0.96434723	-0.510292505	-0.64899081	-0.757340129	-0.592686902	0.60075547	-0.608706661	0.616692397	-0.200383508	0.164749165	-0.182295478	0.222395259	-0.342819632	0.353130011	-0.363188455	0.370608233	-0.085489903	-0.469480464	-0.072897566	0.085429539	0.007744083	-0.004371484	-0.969276283	-0.962639527	-0.970629308
SITTING	12	0.275007225	-0.015789299	-0.106307229	-0.982568782	-0.92858124	-0.939661889	-0.984983238	-0.928279664	-0.938661546	-0.920062029	-0.530375878	-0.783338561	0.829212223	0.665309271	0.818498566	-0.952751156	-0.999585733	-0.997231939	-0.995664086	-0.988001294	-0.941752945	-0.93970781	-0.430607546	-0.378233559	-0.328136512	0.077642846	0.068332667	0.000422402	0.087961363	0.064169725	-0.06384229	0.207423681	-0.054710842	0.054060055	-0.054715132	0.070941795	-0.073656636	-0.252453404	-0.329717402	0.234654748	0.926228975	0.083050901	0.08856407	-0.985203642	-0.963641979	-0.95620863	-0.985272211	-0.964601151	-0.957671046	0.857229609	0.063543365	0.089312258	0.942752191	0.096950198	0.079940981	-0.449297103	0.808509243	-0.94450592	-0.937871814	-0.985646893	-0.967708558	-0.960919025	-0.901087204	-0.568952922	-0.490958296	-0.313392665	0.360430479	-0.408124702	0.456525719	-0.455706971	0.42688748	-0.433917474	0.456336052	-0.563910773	0.572245361	-0.58029135	0.5852986	-0.44360639	-0.367342126	0.169013714	0.077127766	0.01059905	-0.00204576	-0.976494201	-0.964047462	-0.979113466
